Date,Country,City,Specie,count,min,max,median,variance
06-06-2021,Italy,Bologna,humidity,96,50,98,70.5,1729.72
06-08-2021,Italy,Bologna,humidity,96,33,68,48.5,1188.06
11-03-2021,Italy,Bologna,humidity,96,42.5,78.5,62.6,801.07
24-05-2021,Italy,Bologna,humidity,96,44.5,100,93.5,1165.54
18-01-2021,Italy,Bologna,humidity,96,75,100,89.6,419.69
22-02-2021,Italy,Bologna,humidity,94,67,100,92,1087.82
25-02-2021,Italy,Bologna,humidity,96,33,76.8,62,1466.96
04-03-2021,Italy,Bologna,humidity,96,39.5,83,60.5,1189.52
07-08-2021,Italy,Bologna,humidity,96,33,74.5,47,1488.64
02-09-2021,Italy,Bologna,humidity,96,34,89,59.5,3542.9
03-01-2021,Italy,Bologna,humidity,96,82.8,100,94.7,223.23
16-01-2021,Italy,Bologna,humidity,96,50,92,79.6,1310.84
20-05-2021,Italy,Bologna,humidity,96,25,87,50,4546.99
06-03-2021,Italy,Bologna,humidity,96,46,96.5,80,2210.23
28-03-2021,Italy,Bologna,humidity,92,41,81,65,1520.77
31-03-2021,Italy,Bologna,humidity,94,22.5,71,53.5,2209.6
12-05-2021,Italy,Bologna,humidity,96,44.5,100,66.5,2423.6
11-07-2021,Italy,Bologna,humidity,96,38,70,54.1,811.13
30-07-2021,Italy,Bologna,humidity,96,37,72.5,50,1068.55
28-08-2021,Italy,Bologna,humidity,96,36,84.5,70,2687.61
07-03-2021,Italy,Bologna,humidity,96,41.5,89,69.5,2270.96
30-03-2021,Italy,Bologna,humidity,95,36.5,81.8,63,2047.96
16-04-2021,Italy,Bologna,humidity,94,39.5,93.2,67.5,4011.55
01-05-2021,Italy,Bologna,humidity,96,66,96.7,83.3,556.43
25-06-2021,Italy,Bologna,humidity,95,30,66.3,39.3,722.15
16-11-2021,Italy,Bologna,humidity,96,81,100,93,291.64
06-12-2021,Italy,Bologna,humidity,96,68,96.5,86,595.07
10-03-2021,Italy,Bologna,humidity,96,34.5,93,60,3858.29
04-04-2021,Italy,Bologna,humidity,96,33,96.5,52.7,3843.36
01-08-2021,Italy,Bologna,humidity,96,26,78.5,56,2212.85
25-09-2021,Italy,Bologna,humidity,96,47,89.4,74.2,1861.36
17-11-2021,Italy,Bologna,humidity,94,86.2,100,91,208.92
27-11-2021,Italy,Bologna,humidity,96,53.6,100,66,683.9
01-03-2021,Italy,Bologna,humidity,96,32,82.3,60,2654.21
21-07-2021,Italy,Bologna,humidity,94,35.5,75,50.7,1344.47
30-06-2021,Italy,Bologna,humidity,92,22.5,60,37.1,981.22
23-08-2021,Italy,Bologna,humidity,96,50,100,71,2288.44
25-08-2021,Italy,Bologna,humidity,96,39,88.5,63.2,1982.84
31-12-2020,Italy,Bologna,humidity,94,65.5,96.5,86,643.8
23-06-2021,Italy,Bologna,humidity,96,28,80,50.5,1814.99
26-05-2021,Italy,Bologna,humidity,96,43.5,100,67,2670.2
01-06-2021,Italy,Bologna,humidity,96,25,84.7,54,3009.92
27-07-2021,Italy,Bologna,humidity,83,31,97,73,3667.99
10-08-2021,Italy,Bologna,humidity,70,30.5,64,50,995.55
22-08-2021,Italy,Bologna,humidity,96,29,68,47.5,1179.67
12-09-2021,Italy,Bologna,humidity,94,30,77.3,51.7,2205.94
09-01-2021,Italy,Bologna,humidity,96,64.5,93,80,866.35
22-01-2021,Italy,Bologna,humidity,96,79.5,100,96.5,237.3
01-12-2021,Italy,Bologna,humidity,96,56,89.5,73.5,802.14
02-12-2021,Italy,Bologna,humidity,96,85,100,93.3,162.73
29-09-2021,Italy,Bologna,humidity,96,55.5,88.5,77,958.79
12-11-2021,Italy,Bologna,humidity,96,67.5,100,93,718.05
19-03-2021,Italy,Bologna,humidity,96,30.5,83,61.1,2088.46
06-05-2021,Italy,Bologna,humidity,96,27,84.5,61,1838.7
30-05-2021,Italy,Bologna,humidity,96,29,100,54,5220.6
07-06-2021,Italy,Bologna,humidity,96,53.5,96.7,89.3,1884.15
12-06-2021,Italy,Bologna,humidity,96,31.5,87.5,57,3261.25
26-07-2021,Italy,Bologna,humidity,96,41.4,81.5,68.7,741.04
30-01-2021,Italy,Bologna,humidity,96,53.5,93,80.8,1416.35
13-02-2021,Italy,Bologna,humidity,96,38.5,100,70.1,3646.84
22-11-2021,Italy,Bologna,humidity,74,74.2,100,100,111.28
02-06-2021,Italy,Bologna,humidity,96,36,87,64,2181.09
03-07-2021,Italy,Bologna,humidity,96,37,85,49.6,1649.14
02-05-2021,Italy,Bologna,humidity,96,29,100,52.5,4458.23
15-05-2021,Italy,Bologna,humidity,96,46.5,100,65,3203.59
25-05-2021,Italy,Bologna,humidity,94,37.5,100,67,5130.01
11-06-2021,Italy,Bologna,humidity,96,37.5,88.3,66,2578.59
17-03-2021,Italy,Bologna,humidity,96,14.5,75,39,2527.49
20-04-2021,Italy,Bologna,humidity,96,34,85.7,58,2845.07
21-04-2021,Italy,Bologna,humidity,96,38,81,62,1411.8
23-07-2021,Italy,Bologna,humidity,96,41.5,88,61,2208.06
21-05-2021,Italy,Bologna,humidity,96,29,73.5,49.2,1283.11
20-08-2021,Italy,Bologna,humidity,94,32,66,47,1162.19
06-11-2021,Italy,Bologna,humidity,96,62,100,76,879.98
11-01-2021,Italy,Bologna,humidity,96,64,100,80.7,640.21
28-01-2021,Italy,Bologna,humidity,96,44.5,83,68,1125.85
31-07-2021,Italy,Bologna,humidity,95,28.1,75.5,48.6,1988.32
07-12-2021,Italy,Bologna,humidity,38,66.5,85,80,195.13
08-03-2021,Italy,Bologna,humidity,96,56,87,77.5,720.12
24-03-2021,Italy,Bologna,humidity,96,28,67.8,46.4,1245.34
01-07-2021,Italy,Bologna,humidity,91,32,67,45.4,893.31
06-09-2021,Italy,Bologna,humidity,81,26,75,57,2222.48
11-11-2021,Italy,Bologna,humidity,96,67,94,83,529.82
28-05-2021,Italy,Bologna,humidity,96,36,90,58,3396.88
03-06-2021,Italy,Bologna,humidity,96,34,83.1,53.7,1994.52
14-09-2021,Italy,Bologna,humidity,96,29.5,71.4,49.5,1334.61
30-10-2021,Italy,Bologna,humidity,8,82,84,82,7.77
24-04-2021,Italy,Bologna,humidity,96,31,86,55.2,3207.69
24-07-2021,Italy,Bologna,humidity,96,29,91,53.5,3019.75
18-04-2021,Italy,Bologna,humidity,96,45.5,84.8,70,947.81
12-07-2021,Italy,Bologna,humidity,96,27,74.4,54.1,2040.55
18-07-2021,Italy,Bologna,humidity,96,31,84.1,62.5,2566.36
16-08-2021,Italy,Bologna,humidity,96,28.5,69,40.5,1125.55
19-09-2021,Italy,Bologna,humidity,96,29,93,71,3083.79
08-01-2021,Italy,Bologna,humidity,96,65,96.5,89,666.07
26-01-2021,Italy,Bologna,humidity,96,28,67.5,39,906.45
20-06-2021,Italy,Bologna,humidity,96,34,64,47.8,730.46
27-06-2021,Italy,Bologna,humidity,96,26.5,71.5,48.5,1594.08
08-11-2021,Italy,Bologna,humidity,94,76,100,93,213.16
05-02-2021,Italy,Bologna,humidity,96,87,100,93,145.49
17-05-2021,Italy,Bologna,humidity,96,24,93,60,1855.34
27-05-2021,Italy,Bologna,humidity,96,38.7,72,53.5,581.3
12-08-2021,Italy,Bologna,humidity,96,30,70.3,49,1423.13
31-10-2021,Italy,Bologna,humidity,96,76,93,84.8,167.99
13-01-2021,Italy,Bologna,humidity,96,60.5,96,81.3,1001.75
26-04-2021,Italy,Bologna,humidity,96,40.5,90,73.5,1098.15
09-09-2021,Italy,Bologna,humidity,96,24,83.5,53,3195.75
29-01-2021,Italy,Bologna,humidity,96,61,96,84.6,779.96
07-04-2021,Italy,Bologna,humidity,96,19,100,61.2,6517.56
15-03-2021,Italy,Bologna,humidity,96,32,93,55,3840.38
11-09-2021,Italy,Bologna,humidity,96,32,77,56.8,1945.33
26-11-2021,Italy,Bologna,humidity,96,71,100,92.6,725.05
08-02-2021,Italy,Bologna,humidity,96,50,100,68.5,1995.54
13-03-2021,Italy,Bologna,humidity,96,30,96.5,58.6,4132.38
05-08-2021,Italy,Bologna,humidity,96,39,82.5,57.5,1590.12
11-05-2021,Italy,Bologna,humidity,96,71,96.5,90,309.65
20-07-2021,Italy,Bologna,humidity,96,29,68.5,41.5,1035.97
31-08-2021,Italy,Bologna,humidity,90,48,96.5,72.5,2157.95
28-11-2021,Italy,Bologna,humidity,96,55.1,100,77.5,961.16
26-02-2021,Italy,Bologna,humidity,96,34,78,66,1981.76
19-04-2021,Italy,Bologna,humidity,96,44,89,71,2030.12
24-06-2021,Italy,Bologna,humidity,95,30,75.2,46.2,1852.45
19-08-2021,Italy,Bologna,humidity,82,27,75,42.2,1935.01
14-02-2021,Italy,Bologna,humidity,96,31.5,78.1,64.2,1194.38
08-04-2021,Italy,Bologna,humidity,96,19.5,70.6,33.5,1873.71
14-04-2021,Italy,Bologna,humidity,94,40,95,66,3157.91
03-05-2021,Italy,Bologna,humidity,89,48,93,68.5,1459.07
22-05-2021,Italy,Bologna,humidity,96,40.5,76.6,54.5,598.68
30-09-2021,Italy,Bologna,humidity,96,64,93.6,82,672.94
27-01-2021,Italy,Bologna,humidity,95,33,69,54.6,959.23
23-03-2021,Italy,Bologna,humidity,94,22.5,61.8,43,1133.01
01-04-2021,Italy,Bologna,humidity,94,25,68.2,46,1502.27
03-04-2021,Italy,Bologna,humidity,96,32,84,63.7,2061.89
05-05-2021,Italy,Bologna,humidity,96,37.5,75.5,53,746.54
10-05-2021,Italy,Bologna,humidity,96,40.5,93,71,2314.12
18-05-2021,Italy,Bologna,humidity,96,31,71,48,1571.06
02-02-2021,Italy,Bologna,humidity,96,73.5,100,92.8,668.82
16-02-2021,Italy,Bologna,humidity,96,42,87.8,63.8,1629.92
13-07-2021,Italy,Bologna,humidity,95,35,84,49.4,967.79
15-09-2021,Italy,Bologna,humidity,96,35,63.8,50.4,439.3
03-11-2021,Italy,Bologna,humidity,96,65,96.5,79,805.95
04-11-2021,Italy,Bologna,humidity,94,41,97,73.5,2866.71
27-03-2021,Italy,Bologna,humidity,96,54.5,93,68.5,1053.27
27-04-2021,Italy,Bologna,humidity,96,79,100,92,274.46
04-05-2021,Italy,Bologna,humidity,91,34,83,53.7,2862.24
13-05-2021,Italy,Bologna,humidity,96,39,71,57.2,606.01
13-08-2021,Italy,Bologna,humidity,96,26,69.5,52.5,1727.75
01-01-2021,Italy,Bologna,humidity,96,86.5,100,97,116.76
22-03-2021,Italy,Bologna,humidity,96,24,74,37.7,1767.1
07-07-2021,Italy,Bologna,humidity,95,25,82,45.7,2199.04
21-08-2021,Italy,Bologna,humidity,96,27,72.5,47,1817.69
24-11-2021,Italy,Bologna,humidity,96,43,96.5,85.2,2185.76
09-03-2021,Italy,Bologna,humidity,96,54,90,81,1090.2
25-03-2021,Italy,Bologna,humidity,94,34,81,61,1994.04
03-09-2021,Italy,Bologna,humidity,96,35,81,54.8,2022.08
10-09-2021,Italy,Bologna,humidity,96,27,82,53.5,2207.36
14-11-2021,Italy,Bologna,humidity,82,24.7,100,96,686.54
20-11-2021,Italy,Bologna,humidity,96,89.2,100,96,82.8
21-01-2021,Italy,Bologna,humidity,96,86,100,93,88.45
25-01-2021,Italy,Bologna,humidity,96,30,86,75,1272.2
23-02-2021,Italy,Bologna,humidity,96,53,95.7,85.4,1682.99
11-04-2021,Italy,Bologna,humidity,96,82,100,93,188.44
13-04-2021,Italy,Bologna,humidity,94,73,100,93,523.97
18-09-2021,Italy,Bologna,humidity,90,54,91,79.6,1210.89
02-01-2021,Italy,Bologna,humidity,95,49.5,100,99,349.1
17-01-2021,Italy,Bologna,humidity,96,76,93,83,156.03
05-12-2021,Italy,Bologna,humidity,96,68.8,100,92.2,691.84
14-06-2021,Italy,Bologna,humidity,96,40.5,91.6,66,2568.52
18-11-2021,Italy,Bologna,humidity,94,79,100,90,287.13
28-04-2021,Italy,Bologna,humidity,96,69.5,96.5,85.7,546.03
04-07-2021,Italy,Bologna,humidity,96,59,88.7,77,671.23
09-06-2021,Italy,Bologna,humidity,96,37,93,68.5,3018.17
15-06-2021,Italy,Bologna,humidity,96,33.5,89.3,50,3324.94
08-08-2021,Italy,Bologna,humidity,96,14.5,66,40.7,2511.94
24-08-2021,Italy,Bologna,humidity,96,32,100,64.8,5179.61
07-09-2021,Italy,Bologna,humidity,96,28,75,49,1930.89
23-09-2021,Italy,Bologna,humidity,96,39.5,91,65.8,3097.23
06-02-2021,Italy,Bologna,humidity,96,87,100,94.8,98.16
21-03-2021,Italy,Bologna,humidity,96,30,86,50.5,2788.4
22-04-2021,Italy,Bologna,humidity,96,57,96.5,78.5,979.99
12-02-2021,Italy,Bologna,humidity,96,52,96,69,862
05-04-2021,Italy,Bologna,humidity,94,28,78.6,54,2309.63
12-04-2021,Italy,Bologna,humidity,94,74.7,100,96.5,205.93
26-08-2021,Italy,Bologna,humidity,94,32.5,85.2,55,3111.33
07-11-2021,Italy,Bologna,humidity,96,50,83.1,73.5,667.43
14-01-2021,Italy,Bologna,humidity,96,65,96,86,811.19
01-02-2021,Italy,Bologna,humidity,96,74.2,100,91.3,605.71
23-04-2021,Italy,Bologna,humidity,96,50,92.5,70.6,1843.82
10-06-2021,Italy,Bologna,humidity,96,42,89.1,70.5,1888.99
24-09-2021,Italy,Bologna,humidity,96,36,86,61,2310.42
02-03-2021,Italy,Bologna,humidity,96,36,79,61,1402.64
16-03-2021,Italy,Bologna,humidity,96,17.5,67.5,34,2120.88
28-12-2020,Italy,Bologna,humidity,96,75.8,96.5,86,271.63
20-02-2021,Italy,Bologna,humidity,94,64.5,100,88,1024.98
06-04-2021,Italy,Bologna,humidity,92,55,97,84.5,1542.73
14-05-2021,Italy,Bologna,humidity,96,43.2,93,68.4,1988.01
02-07-2021,Italy,Bologna,humidity,95,26.5,71.6,54.5,1596.46
29-07-2021,Italy,Bologna,humidity,96,39,88,59.2,1898.16
04-01-2021,Italy,Bologna,humidity,96,81,100,94,185.78
18-03-2021,Italy,Bologna,humidity,96,32.5,83,60,2233.13
17-07-2021,Italy,Bologna,humidity,96,50,85,64.2,965.12
28-09-2021,Italy,Bologna,humidity,96,54,97,85,1887.32
29-12-2020,Italy,Bologna,humidity,96,48.5,100,85.5,2141.17
19-06-2021,Italy,Bologna,humidity,96,32,64,44.7,771.05
16-07-2021,Italy,Bologna,humidity,95,52,98,73.3,1495.85
02-08-2021,Italy,Bologna,humidity,96,32,82,57,1321.09
26-03-2021,Italy,Bologna,humidity,82,45,86,62,1412.48
10-04-2021,Italy,Bologna,humidity,96,43.5,95.2,63,1165.28
02-04-2021,Italy,Bologna,humidity,96,25,64.2,38.3,1199.57
08-07-2021,Italy,Bologna,humidity,90,30,73,56,1231.34
13-09-2021,Italy,Bologna,humidity,96,23,74.3,45,2429.72
24-02-2021,Italy,Bologna,humidity,96,37,89.5,66.5,2586.22
03-03-2021,Italy,Bologna,humidity,96,29,80,59,2544.91
03-08-2021,Italy,Bologna,humidity,96,30,82,47.2,1994.72
22-09-2021,Italy,Bologna,humidity,96,43,93,72,2784.23
30-11-2021,Italy,Bologna,humidity,96,24,69,46.1,1488.34
04-12-2021,Italy,Bologna,humidity,92,80,96.5,89.5,226.42
29-03-2021,Italy,Bologna,humidity,96,37,85.3,67,2390.22
28-07-2021,Italy,Bologna,humidity,85,37,93,63,3314.47
12-01-2021,Italy,Bologna,humidity,96,51.5,89,71.5,925.76
04-09-2021,Italy,Bologna,humidity,96,34,79.1,57.2,1514.73
11-08-2021,Italy,Bologna,humidity,94,29,71.5,51,1704.81
01-09-2021,Italy,Bologna,humidity,96,37,88.6,66,2827.86
02-10-2021,Italy,Bologna,humidity,40,82,100,91.7,196.38
15-02-2021,Italy,Bologna,humidity,96,20,79,54,2800.55
09-04-2021,Italy,Bologna,humidity,95,37,80.3,56,1678.08
16-05-2021,Italy,Bologna,humidity,96,54.5,90.5,67,743.79
06-07-2021,Italy,Bologna,humidity,96,37,77.4,56,1306.73
10-07-2021,Italy,Bologna,humidity,96,29.6,67.2,49.1,1072.23
14-07-2021,Italy,Bologna,humidity,91,32,63.7,48.5,702.12
19-07-2021,Italy,Bologna,humidity,95,30,83,50,2950.58
29-08-2021,Italy,Bologna,humidity,96,25,86.5,54.5,3198.08
04-02-2021,Italy,Bologna,humidity,96,76,100,93,411.35
12-03-2021,Italy,Bologna,humidity,96,63.1,93,76,646.04
05-03-2021,Italy,Bologna,humidity,96,47,81,65,738.12
20-03-2021,Italy,Bologna,humidity,96,38,85.2,62.2,1773
05-06-2021,Italy,Bologna,humidity,96,36,68,48.3,660.22
27-09-2021,Italy,Bologna,humidity,96,72.5,96.5,89,613.32
10-01-2021,Italy,Bologna,humidity,96,40,100,90.8,853.05
28-02-2021,Italy,Bologna,humidity,96,38.5,100,69,3302.81
21-06-2021,Italy,Bologna,humidity,96,32,65,48.7,895.16
23-11-2021,Italy,Bologna,humidity,96,24.7,100,87,1182.08
31-05-2021,Italy,Bologna,humidity,96,33,71.5,52.2,1433.78
08-06-2021,Italy,Bologna,humidity,94,55.5,100,88,1436.7
19-11-2021,Italy,Bologna,humidity,93,24.7,100,93,908.94
29-06-2021,Italy,Bologna,humidity,94,26,79.5,37,2316.44
20-09-2021,Italy,Bologna,humidity,96,31,90.7,66.3,3084.59
25-04-2021,Italy,Bologna,humidity,96,30,80.5,54.8,2184.85
29-04-2021,Italy,Bologna,humidity,96,74,100,87,594.87
17-06-2021,Italy,Bologna,humidity,96,38,89,59.3,2728.88
17-08-2021,Italy,Bologna,humidity,96,28,72.3,50.2,1540.46
19-01-2021,Italy,Bologna,humidity,96,73.5,100,92,423.46
18-02-2021,Italy,Bologna,humidity,96,64,93,84,581.06
15-11-2021,Italy,Bologna,humidity,76,24.5,97,93,721.88
25-11-2021,Italy,Bologna,humidity,96,81,100,95,380.94
07-05-2021,Italy,Bologna,humidity,96,37.5,100,56.6,3190.96
29-05-2021,Italy,Bologna,humidity,96,39.5,90,52,2411.45
02-11-2021,Italy,Bologna,humidity,96,54.8,96.5,79.5,1493.3
03-12-2021,Italy,Bologna,humidity,84,76,100,93,391.38
03-02-2021,Italy,Bologna,humidity,94,81,100,93.5,188.27
10-02-2021,Italy,Bologna,humidity,94,66,93,86.2,609.46
09-02-2021,Italy,Bologna,humidity,92,66,100,88.4,675.83
14-08-2021,Italy,Bologna,humidity,96,26,61.2,42.5,1269.45
01-11-2021,Italy,Bologna,humidity,96,82,100,96,155.17
30-12-2020,Italy,Bologna,humidity,96,80,100,93.5,173
07-02-2021,Italy,Bologna,humidity,96,70.5,100,94,258.3
30-08-2021,Italy,Bologna,humidity,96,30,80.4,55,2613.38
05-09-2021,Italy,Bologna,humidity,96,30,82.1,50.5,2792.39
26-09-2021,Italy,Bologna,humidity,96,68.5,100,89,624.06
19-05-2021,Italy,Bologna,humidity,96,38.5,96.6,65,2792.87
04-08-2021,Italy,Bologna,humidity,94,35,68,50,471.86
19-02-2021,Italy,Bologna,humidity,96,58,100,86,1238.98
14-03-2021,Italy,Bologna,humidity,96,44,96,63.2,2267.43
05-07-2021,Italy,Bologna,humidity,96,35,100,54,4344.89
22-07-2021,Italy,Bologna,humidity,96,37.5,91,58,2698.72
09-11-2021,Italy,Bologna,humidity,96,71,95.3,85.2,454.3
20-01-2021,Italy,Bologna,humidity,96,75.5,100,92,417.59
23-01-2021,Italy,Bologna,humidity,96,65.5,97,84,470.12
09-06-2021,Italy,Bologna,o3,96,46.8,58.4,46.8,339.94
22-08-2021,Italy,Bologna,o3,96,55.2,60.4,55.2,68.31
30-08-2021,Italy,Bologna,o3,96,36.6,42.3,36.6,82.08
12-09-2021,Italy,Bologna,o3,96,57.1,66.2,57.1,209.2
18-02-2021,Italy,Bologna,o3,96,4.5,5.3,4.5,1.62
25-04-2021,Italy,Bologna,o3,96,44.7,45.1,44.7,0.4
01-06-2021,Italy,Bologna,o3,48,45.9,45.9,45.9,0
03-06-2021,Italy,Bologna,o3,96,62.3,64.3,62.3,10.11
24-09-2021,Italy,Bologna,o3,96,39.8,46.3,39.8,106.74
03-11-2021,Italy,Bologna,o3,96,8.6,19.1,8.6,278.53
15-11-2021,Italy,Bologna,o3,96,7.8,7.8,7.8,0
05-06-2021,Italy,Bologna,o3,96,39.4,44.3,39.4,60.66
08-01-2021,Italy,Bologna,o3,96,4.1,9,4.1,60.66
27-03-2021,Italy,Bologna,o3,96,33.3,33.8,33.3,0.63
05-04-2021,Italy,Bologna,o3,96,28.9,35.4,28.9,80.05
31-05-2021,Italy,Bologna,o3,96,41.9,41.9,41.9,0
21-09-2021,Italy,Bologna,o3,96,25.6,27.7,25.6,11.14
23-09-2021,Italy,Bologna,o3,96,32.1,34.6,32.1,15.79
25-01-2021,Italy,Bologna,o3,96,13.5,19.5,13.5,90.95
16-02-2021,Italy,Bologna,o3,96,21.6,22,21.6,0.4
23-06-2021,Italy,Bologna,o3,96,44.3,45.9,44.3,6.47
18-07-2021,Italy,Bologna,o3,96,43.9,45.5,43.9,6.47
16-05-2021,Italy,Bologna,o3,96,24.4,34.2,24.4,242.63
04-06-2021,Italy,Bologna,o3,48,61,61,61,0
23-07-2021,Italy,Bologna,o3,96,56.5,61.7,56.5,68.31
30-11-2021,Italy,Bologna,o3,96,11,19.1,11,165.75
02-06-2021,Italy,Bologna,o3,96,45.1,49.2,45.1,42.47
14-07-2021,Italy,Bologna,o3,96,33.8,35.8,33.8,10.11
28-07-2021,Italy,Bologna,o3,96,44.7,45.1,44.7,0.4
07-11-2021,Italy,Bologna,o3,96,15.1,17.9,15.1,19.81
07-01-2021,Italy,Bologna,o3,72,5.3,5.3,5.3,0
27-01-2021,Italy,Bologna,o3,96,8.6,19.5,8.6,300.15
27-02-2021,Italy,Bologna,o3,96,19.9,24,19.9,31.85
02-03-2021,Italy,Bologna,o3,96,19.1,28.1,19.1,204.63
15-08-2021,Italy,Bologna,o3,96,65.6,71.4,65.6,63.74
28-09-2021,Italy,Bologna,o3,96,32.9,35.8,32.9,21.25
24-02-2021,Italy,Bologna,o3,96,18.3,26.4,18.3,165.75
04-04-2021,Italy,Bologna,o3,96,29.3,33.3,29.3,40.42
17-05-2021,Italy,Bologna,o3,96,34.2,34.6,34.2,0.4
28-05-2021,Italy,Bologna,o3,96,41.5,41.9,41.5,0.4
29-09-2021,Italy,Bologna,o3,96,31.3,38.6,31.3,134.63
03-12-2021,Italy,Bologna,o3,96,5.7,7.8,5.7,11.14
06-03-2021,Italy,Bologna,o3,96,19.1,22,19.1,21.25
20-03-2021,Italy,Bologna,o3,96,24.4,31.7,24.4,134.63
05-07-2021,Italy,Bologna,o3,96,46.3,49.2,46.3,21.25
31-07-2021,Italy,Bologna,o3,96,51.3,60.4,51.3,209.2
09-03-2021,Italy,Bologna,o3,96,18.3,24.8,18.3,80.05
29-04-2021,Italy,Bologna,o3,96,14.3,15.1,14.3,1.62
14-06-2021,Italy,Bologna,o3,96,42.3,44.7,42.3,10.91
01-09-2021,Italy,Bologna,o3,96,41.5,45.5,41.5,40.42
20-01-2021,Italy,Bologna,o3,96,3.3,3.3,3.3,0
15-04-2021,Italy,Bologna,o3,96,21.2,25.2,21.2,40.42
26-04-2021,Italy,Bologna,o3,96,26,27.7,26,5.48
31-10-2021,Italy,Bologna,o3,92,7.8,7.8,7.8,0
25-07-2021,Italy,Bologna,o3,96,43.1,48.4,43.1,70.96
04-01-2021,Italy,Bologna,o3,96,6.1,7.4,6.1,4.27
04-03-2021,Italy,Bologna,o3,96,20.8,29.3,20.8,182.53
28-04-2021,Italy,Bologna,o3,96,19.5,21.2,19.5,7.3
18-06-2021,Italy,Bologna,o3,96,57.1,61.7,57.1,53.46
09-09-2021,Italy,Bologna,o3,96,45.9,51.9,45.9,90.95
14-11-2021,Italy,Bologna,o3,96,5.3,7.8,5.3,15.79
06-01-2021,Italy,Bologna,o3,48,7,7,7,0
08-05-2021,Italy,Bologna,o3,96,30.5,32.9,30.5,14.55
24-05-2021,Italy,Bologna,o3,96,32.1,34.2,32.1,11.14
21-07-2021,Italy,Bologna,o3,96,51.3,55.2,51.3,38.43
16-07-2021,Italy,Bologna,o3,96,29.7,32.1,29.7,14.55
14-08-2021,Italy,Bologna,o3,96,68.8,71.4,68.8,12.81
24-01-2021,Italy,Bologna,o3,96,7.4,15.5,7.4,165.75
23-04-2021,Italy,Bologna,o3,96,28.5,37.8,28.5,218.5
23-05-2021,Italy,Bologna,o3,96,39.8,41.5,39.8,7.3
29-05-2021,Italy,Bologna,o3,96,42.7,43.5,42.7,1.62
22-05-2021,Italy,Bologna,o3,96,36.2,43.1,36.2,120.28
22-06-2021,Italy,Bologna,o3,96,39.4,43.1,39.4,34.59
14-01-2021,Italy,Bologna,o3,96,3.3,4.1,3.3,1.62
14-03-2021,Italy,Bologna,o3,96,28.5,28.5,28.5,0
21-03-2021,Italy,Bologna,o3,96,25.2,33.8,25.2,186.85
11-04-2021,Italy,Bologna,o3,96,15.5,20.4,15.5,60.66
19-11-2021,Italy,Bologna,o3,96,4.5,7,4.5,15.79
28-02-2021,Italy,Bologna,o3,96,20.4,28.5,20.4,124.31
22-03-2021,Italy,Bologna,o3,96,26.4,31.7,26.4,70.96
08-08-2021,Italy,Bologna,o3,96,36.6,41.1,36.6,51.16
20-09-2021,Italy,Bologna,o3,96,33.3,36.6,33.3,27.51
17-04-2021,Italy,Bologna,o3,96,27.3,35.8,27.3,182.53
07-05-2021,Italy,Bologna,o3,96,26.9,35,26.9,165.75
16-06-2021,Italy,Bologna,o3,96,47.2,51.3,47.2,42.47
07-09-2021,Italy,Bologna,o3,48,43.1,43.1,43.1,0
30-12-2020,Italy,Bologna,o3,96,7.4,7.8,7.4,0.4
04-02-2021,Italy,Bologna,o3,96,3.3,3.7,3.3,0.4
06-02-2021,Italy,Bologna,o3,96,4.5,7.4,4.5,21.25
08-02-2021,Italy,Bologna,o3,96,12.2,13.9,12.2,7.3
08-09-2021,Italy,Bologna,o3,48,44.3,44.3,44.3,0
16-01-2021,Italy,Bologna,o3,96,6.5,8.2,6.5,7.3
22-01-2021,Italy,Bologna,o3,96,3.3,7,3.3,34.59
02-04-2021,Italy,Bologna,o3,96,38.2,41.5,38.2,27.51
13-04-2021,Italy,Bologna,o3,96,16.3,23.6,16.3,134.63
07-03-2021,Italy,Bologna,o3,96,22.4,27.7,22.4,70.96
30-06-2021,Italy,Bologna,o3,96,37.4,44.3,37.4,120.28
13-07-2021,Italy,Bologna,o3,96,35,36.6,35,6.47
26-01-2021,Italy,Bologna,o3,96,17.9,21.2,17.9,27.51
07-02-2021,Italy,Bologna,o3,96,7.8,9.4,7.8,6.47
11-02-2021,Italy,Bologna,o3,96,10.6,13.9,10.6,27.51
26-02-2021,Italy,Bologna,o3,96,16.7,22.4,16.7,61.56
21-08-2021,Italy,Bologna,o3,96,51.9,58.4,51.9,106.74
29-01-2021,Italy,Bologna,o3,96,3.3,4.1,3.3,1.62
06-05-2021,Italy,Bologna,o3,96,30.5,37.8,30.5,134.63
07-06-2021,Italy,Bologna,o3,96,33.8,35.8,33.8,10.11
01-08-2021,Italy,Bologna,o3,96,39.8,44.7,39.8,60.66
10-09-2021,Italy,Bologna,o3,96,49.6,55.8,49.6,97.11
02-11-2021,Italy,Bologna,o3,96,11.4,15.9,11.4,51.16
28-01-2021,Italy,Bologna,o3,96,6.5,7.8,6.5,4.27
05-02-2021,Italy,Bologna,o3,96,3.3,3.3,3.3,0
09-02-2021,Italy,Bologna,o3,96,11.4,15.5,11.4,42.47
03-08-2021,Italy,Bologna,o3,96,43.9,48.8,43.9,60.66
19-08-2021,Italy,Bologna,o3,96,41.9,43.9,41.9,10.11
05-09-2021,Italy,Bologna,o3,96,41.5,46.3,41.5,58.21
15-09-2021,Italy,Bologna,o3,96,38.6,40.7,38.6,11.14
